num_rooms,num_floors,num_bathrooms,size,age,crime_rate,garden_size,median_income,price,loan_prob
16,1,8,7500,70,0.6574332195228707,2401,161556,1016854.8339023857,0.8374454035898898
16,3,7,7800,76,0.1476671175106966,1969,152708,997747.6644124466,0.8211806477275558
7,3,7,5100,58,0.7525172268929355,2011,64647,558861.4138655353,0.659352094700484
3,2,5,3000,27,0.9887555984085667,568,140401,547898.2220079572,0.7985972938628156
13,1,2,4800,32,0.06550990658983957,0,31124,525920.4504670508,0.5977627388476792
7,1,5,3900,61,0.564571175586248,2229,57660,381367.14412206877,0.6465092673853045
16,1,8,7500,28,0.01616640391473334,1512,38009,956297.1679804263,0.6104191918028133
17,1,5,6900,61,0.2695407170072719,2384,114890,891952.2964149637,0.751688548586812
1,3,5,2700,34,0.53843073198869,1910,179221,594049.8463400565,0.869937259757652
17,2,6,7500,19,0.8878867572374243,400,181836,1251232.566213813,0.8747536909092717
7,1,2,3000,66,0.7003019168273513,2067,164225,446958.4904158632,0.8423534417314438
2,1,5,2400,5,0.24432853962293055,1321,179799,685006.3573018853,0.8710212750487256
6,3,6,4500,48,0.3579564151558945,2487,213848,845516.2179242205,0.9335656737723449
18,2,2,6600,41,0.37059332480193463,2449,148116,1020849.0333759903,0.812766747304184
11,1,3,4500,67,0.34591131804494746,599,202654,671548.4434097753,0.9129790869497874
2,3,2,2100,53,0.8478900792867192,1444,121200,289480.5496035664,0.7632902685850048
10,1,3,4200,7,0.7967077639267729,1938,74451,714058.4611803661,0.6774075787186348
13,1,4,5400,75,0.5642804178406184,2398,163081,722280.597910797,0.8402445512886249
7,3,8,5400,70,0.5139732963968829,886,34667,445344.13351801556,0.6042455660863985
12,3,8,6900,44,0.05608964766781399,396,24599,737797.551761661,0.5857621090154986
6,1,7,4200,11,0.8397268181453197,131,111548,713827.3659092734,0.745582448492903
19,2,8,8700,43,0.43896075027076586,2505,33312,1055579.1962486461,0.6017752691280157
7,3,2,3600,61,0.6477476142502182,1827,234433,683437.2619287489,0.95
16,2,7,7500,42,0.12909248166739695,2668,120275,1084944.5375916632,0.7615994217371743
15,1,7,6900,50,0.6304641668967967,2577,205430,1132017.679165516,0.9180929739579008
17,3,6,7800,69,0.7305042206690451,2811,59578,868833.4788966548,0.6500280948349095
20,3,4,8100,17,0.7133876120117852,770,27789,1043111.061939941,0.5916436597367735
6,2,6,4200,55,0.9271639511818063,1320,109281,524526.180244091,0.7413836200451136
19,3,7,8700,47,0.41020934438393253,1813,163966,1276270.9532780803,0.8418918384995401
13,1,5,5700,52,0.6338237169538312,2890,173256,911042.8814152308,0.8589612482378555
9,1,2,3600,24,0.34438784779269993,915,211567,796862.0607610366,0.9293912531476657
12,1,2,4500,59,0.4016607952576339,1539,241474,817109.6960237118,0.95
7,2,5,4200,69,0.7151367299782951,1595,216431,678136.3163501085,0.9382968183877733
19,3,3,7500,29,0.004487892745160482,1120,58545,980667.5605362742,0.6481600920638567
4,3,2,2700,27,0.7151641230743909,1154,100887,448818.1793846281,0.7259777943607852
3,1,7,3300,11,0.8164358386347097,2010,112507,655231.8208068265,0.7473449589674724
19,1,8,8400,1,0.8818416949657888,594,179880,1460170.7915251711,0.8711721422596037
12,2,5,5700,75,0.1952245081711359,1222,93479,588641.8774591443,0.7123286490469816
9,1,8,5400,22,0.89612734833719,2972,106314,889307.3632583141,0.7359550918602104
13,2,2,5100,25,0.8292658093180909,2867,77699,775261.6709534095,0.6833635610568392
20,2,2,7200,36,0.20941168074728145,2793,126993,1092728.9415962636,0.7739502371829322
1,2,8,3300,23,0.2799406793325985,906,65760,471300.296603337,0.6614240207025519
20,3,2,7500,3,0.28966919850982487,1722,181821,1373853.654007451,0.8747387651322105
10,2,2,4200,23,0.934621387205233,1987,169910,825756.8930639739,0.852832755158862
12,2,4,5400,77,0.05098358013154636,481,242646,816467.0820993423,0.95
13,3,6,6600,24,0.0594816853191924,1655,227533,1242418.5915734041,0.95
13,1,8,6600,76,0.5478659141075634,1363,132566,781282.6704294621,0.7841625450037413
4,2,7,3900,63,0.7657218576227225,1369,44386,318013.3907118864,0.6221121838749969
12,3,6,6300,43,0.9041572287402019,487,195645,1005379.213856299,0.9001145788731256
7,1,5,3900,1,0.34527119812285234,2101,145824,854951.6440093857,0.8085838899554525
9,2,4,4500,57,0.8436346758066884,2317,22135,409561.82662096655,0.5812229883351622
7,3,6,4800,10,0.3728021932043998,825,81773,760431.989033978,0.6908625669237982
17,1,5,6900,21,0.8130386653769044,1769,25141,891286.8066731155,0.5867740064239025
18,2,6,7800,4,0.5554164500606983,1946,167141,1383884.9177496964,0.8477583368149639
14,1,7,6600,53,0.044898903762863096,1203,215701,1060267.5054811859,0.936967952091664
19,2,6,8100,15,0.6570859244558128,2767,221841,1501406.570377721,0.9482792456509506
13,1,6,6000,61,0.42617132625770304,1329,146770,806279.1433687115,0.8102782476375112
1,1,7,2700,33,0.2906322600959318,2164,230176,709818.8386995203,0.95
9,2,2,3900,75,0.09055401820632747,2165,47242,290981.2299089683,0.627353189300319
3,2,5,3000,12,0.9033717963357596,2532,203113,807669.1410183213,0.9138622621930711
17,1,3,6300,32,0.058096218037699154,1162,147062,987693.5189098115,0.8108367531250549
6,2,2,3000,21,0.8461322714424827,781,232901,770001.3386427877,0.95
9,2,8,5700,36,0.4088677304690279,768,67207,716409.6613476549,0.6640736103217196
13,2,3,5400,32,0.007850133797211112,115,90851,727112.749331014,0.7075307254297808
20,3,3,7800,62,0.37407030196488356,255,121416,952611.6484901756,0.7636813197093886
17,2,6,7500,73,0.37172862892287184,2294,88083,853127.3568553856,0.7024129445344578
15,1,6,6600,31,0.4721207596360425,1352,142393,1025985.3962018198,0.802256064597906
7,2,2,3300,22,0.8753842982361463,281,89734,502521.0785088193,0.7054839483166605
4,3,3,3000,16,0.9079072289549885,1490,32966,416092.46385522507,0.6011585399954193
15,3,7,7500,28,0.027599483132390135,1620,188372,1260206.0025843382,0.8867603777897147
13,2,2,5100,18,0.6944782756886968,1386,239509,1090125.6086215565,0.95
13,1,7,6300,72,0.3312221400911415,2169,208639,939691.8892995443,0.9239748283470172
6,3,4,3900,64,0.10263210219240704,1472,59481,349608.839489038,0.649854424392603
13,1,3,5100,47,0.5688785927112073,746,203438,854411.6070364439,0.9144343182272889
12,2,8,6600,1,0.6380988612102262,0,167793,1185395.5056939488,0.8489586839403945
9,3,8,6000,39,0.8560811693893988,1336,225580,1071959.5941530531,0.95
12,3,4,5700,13,0.820411509145729,829,219138,1135043.9424542715,0.9433128290120995
14,2,6,6600,33,0.4459477370972301,1958,23487,796484.2613145139,0.5837259584777992
6,1,7,4200,56,0.07077646070594235,837,213460,717676.1176964703,0.9328471380234521
19,1,7,8100,9,0.9298624194824797,1744,91049,1237768.6879025877,0.707910167614575
18,3,6,8100,64,0.7377687757414327,1951,185365,1158571.1561212929,0.8812065227232514
17,3,2,6600,13,0.07980267242466099,1436,120178,1076036.9866378768,0.7614425437680284
18,2,4,7200,45,0.40802500445313716,2093,146197,1064143.8749777344,0.809236961457777
17,1,5,6900,22,0.40567466683421805,2927,20974,914729.6266658289,0.5791156445172609
5,3,8,4800,38,0.682777002196043,2198,145688,787902.1149890198,0.8083062494003318
20,1,3,7200,45,0.5647267297604304,1079,245884,1232314.366351198,0.95
7,2,8,5100,9,0.23868098998815046,590,52517,739540.5950500593,0.6370960283341041
2,3,3,2400,46,0.3642432823561481,107,23650,130688.78358821926,0.5840160877279945
20,1,3,7200,58,0.7323142038249907,981,189296,1050360.428980875,0.8884354400296247
2,2,8,3600,42,0.022621298778078724,446,29101,329468.8935061096,0.5940375262850344
1,1,7,2700,53,0.5970262007464742,2141,192086,531416.8689962677,0.8935668523233904
6,3,4,3900,75,0.6406651110304215,354,190801,521018.67444484786,0.8911890074043525
14,1,6,6300,8,0.7142255699964015,1702,64586,955660.872150018,0.6592768000863527
13,1,8,6600,57,0.6379358956868262,1852,36555,698480.3205215659,0.6077247581772408
17,1,3,6300,12,0.048344770458282116,2202,203989,1232796.2761477088,0.9154734558843859
5,3,6,4200,48,0.12213939597594281,489,106914,533887.3030201204,0.7370398127089443
8,2,7,5100,72,0.9452318527430301,0,93490,485253.84073628485,0.7123499678310491
4,3,3,3000,34,0.7869833823131543,2113,121453,522361.08308843424,0.7637692958874176
3,3,8,4200,6,0.7590230684879969,471,222007,970348.88465756,0.9485907912602287
8,1,5,4200,48,0.28080913706666033,588,232592,787419.9543146667,0.95
20,2,6,8400,34,0.5703434453688507,123,46247,1015332.2827731557,0.625553986241544
15,2,6,6900,58,0.7183520629223396,2304,213071,1098670.2396853883,0.9321298008972526
5,1,2,2400,12,0.3917128678362205,2288,129238,577157.4356608188,0.7780935342304875
6,2,3,3300,18,0.09938494003273624,1785,60864,513781.07529983635,0.652429960125854
11,1,3,4500,2,0.6266299530387671,1447,22192,659660.8502348062,0.5813684957332442
11,1,8,6000,49,0.5221834695340342,1710,227068,1037825.0826523298,0.95
6,2,2,3000,29,0.5794801043971295,2228,234865,778672.5994780143,0.95
9,3,6,5400,12,0.8526256930790229,473,236450,1124826.871534605,0.95
18,1,8,8100,17,0.5356656043376283,2484,111116,1262073.6719783118,0.744784543431275
2,1,7,3000,77,0.08371697053723859,351,177276,369663.4151473138,0.8663317438846705
9,2,6,5100,38,0.7989944229253337,194,147754,770333.0278853733,0.8121030294090318
4,2,2,2400,59,0.15301595888969188,1360,191859,440752.92020555155,0.893145907587903
1,3,3,2100,31,0.022566678210836022,2532,93636,381119.1666089458,0.7126497875184552
16,2,3,6300,54,0.9910071536888072,2304,134243,881650.9642315559,0.7872601024688614
4,2,2,2400,17,0.12141164108753355,662,217370,680992.9417945624,0.9400616378114895
19,1,3,6900,64,0.9623168973193746,1884,178917,986542.4155134031,0.8693558831566668
11,1,6,5400,17,0.2779231471233682,1639,70636,806052.3842643831,0.6703896796063006
14,2,8,7200,67,0.9715535872695702,1597,186203,1016458.2320636521,0.882744072752177
8,3,6,5100,48,0.6520696434701351,2105,238691,960271.6517826493,0.95
15,1,7,6900,80,0.7472163866381191,2209,136288,832109.9180668094,0.790999704011507
14,2,7,6900,42,0.9495027415563227,2915,232090,1233882.4862922183,0.95
17,1,7,7500,19,0.9623573057799139,2646,244764,1444096.2134711004,0.95
2,1,8,3300,75,0.31505390639484665,507,238424,544482.7304680258,0.95
9,3,2,4200,32,0.8325260270530817,2734,80570,624997.3698647346,0.6886348120768041
17,2,8,8100,32,0.37957907387551093,339,206557,1314386.1046306225,0.9201778063709446
15,3,6,7200,25,0.43162324062875024,2250,201591,1279523.8837968563,0.9110562261731712
2,3,2,2100,61,0.5173201000410813,2246,20024,72841.39949979458,0.5773408744793729
15,3,2,6000,69,0.20357587622517614,1799,187697,863346.1206188741,0.8854894453712606
2,3,4,2700,37,0.5494899363346363,161,243263,654608.5503183268,0.95
19,2,6,8100,17,0.8476009321943915,561,149413,1279417.995339028,0.8151673509240183
5,3,4,3600,15,0.657442408617964,1863,213256,872114.7879569102,0.9325014990988258
8,2,2,3600,28,0.8982861246655617,1302,28189,418946.5693766722,0.5923704323055863
7,3,2,3600,51,0.41538755836821584,2290,192619,664861.0622081589,0.8945481515089979
11,2,4,5100,31,0.8775776694193071,2853,91069,771340.1116529035,0.7079308281508498
1,3,7,3300,14,0.782363419566415,2305,149106,722450.1829021679,0.8146054392997158
5,1,4,3000,28,0.6713218812255516,2215,130995,575083.3905938722,0.7813104233296857
6,3,3,3600,32,0.25826646273910236,1852,131332,624932.6676863045,0.7819274378532247
17,1,6,7200,63,0.785266411443925,1407,240100,1139483.6679427805,0.95
12,1,8,6300,38,0.8511289459391757,700,154303,954350.3552703041,0.8241388827212227
11,1,5,5100,25,0.5714142258641957,953,154034,871800.928870679,0.8236544751745791
11,2,6,5700,56,0.448220761651864,850,156441,797140.8961917406,0.8280555171793318
19,1,6,7800,61,0.22511578085594364,2231,246298,1267400.4210957203,0.95
19,3,4,7800,21,0.35865931791255456,1764,185549,1331224.7034104373,0.8815768509346699
15,1,8,7200,61,0.11946313483427617,2171,25670,746872.6843258286,0.5877178314861299
14,3,6,6900,66,0.03613800484777385,344,126970,831079.3099757611,0.7738861679905572
4,1,5,3000,80,0.5175434754528364,718,117823,244598.28262273583,0.7570645634838045
8,2,3,3900,73,0.9232273770827983,1308,127788,432199.863114586,0.7753830604244966
10,2,8,6000,62,0.2974205334149519,1247,208464,922850.8973329252,0.923660609602666
1,3,8,3600,27,0.5739200774691152,2989,237604,895008.3996126545,0.95
19,3,2,7200,17,0.6279574673875504,0,23094,894048.2126630623,0.5830151869021365
3,2,3,2400,69,0.3729135546852943,1335,96804,198793.43222657352,0.7184435738352691
11,2,6,5700,51,0.027376124899773147,117,209941,909255.1193755011,0.9263835637691836
18,3,3,7200,19,0.09585280070996793,2212,23779,954438.7359964502,0.5842734105669228
20,2,5,8100,24,0.6292515530252851,2160,66457,1127567.7422348736,0.6627037375123952
14,2,8,7200,55,0.9942690425288548,2549,145014,1022526.6547873557,0.8070545987061323
15,1,4,6000,68,0.5727042031748217,1286,117475,710666.4789841259,0.756433740107407
20,2,7,8700,61,0.10336083333472279,235,90680,1013893.1958333264,0.7071949977676304
17,3,5,7500,14,0.9233785623814666,1004,236672,1403847.1071880925,0.95
7,2,2,3300,17,0.045166456849131564,2597,242955,907594.1677157544,0.95
2,1,3,1800,30,0.0036295777776811367,2015,89702,323835.8521111116,0.7054205385087953
16,3,2,6300,53,0.49971020364629937,2697,161878,956167.4489817685,0.8380499130488247
17,1,6,7200,52,0.9572647783600275,0,142710,956633.6761081999,0.8028225047657511
2,1,4,2100,50,0.36381212030834764,775,245755,535940.9393984582,0.95
9,2,4,4500,52,0.7738528267648506,1478,23135,411740.73586617573,0.583064593730653
14,1,4,5700,46,0.5688201212099244,2584,142102,869879.8993939504,0.801710087762881
6,3,4,3900,31,0.8398593843531432,2042,181788,772636.7030782343,0.8746567242488961
9,3,6,5400,1,0.2590593264034482,545,139201,990456.7033679828,0.7964120875372546
10,3,4,5100,57,0.7739995934512565,2195,127458,694896.0020327438,0.7747885589647174
1,2,6,2700,46,0.2728627283105989,2881,248513,703091.686358447,0.95
3,1,3,2100,30,0.3186907116936961,684,40769,223464.5464415315,0.6154896796675892
2,1,6,2700,63,0.9208724863442226,0,37930,107255.63756827888,0.6102469437237402
16,3,7,7800,14,0.6135559784416929,1501,44124,1074210.2201077915,0.6216669182990493
18,3,7,8400,49,0.6757848763333781,1696,139064,1172629.0756183332,0.7961244062417989
17,2,6,7500,41,0.17436639520015318,781,52391,897340.1680239992,0.6368410324858557
19,3,8,9000,53,0.5687146297362817,2487,215338,1407442.4268513187,0.9363000506923213
6,3,7,4800,79,0.27221002131013383,1768,41747,364172.9498934493,0.6172511215408165
13,3,3,5700,11,0.8195000320733572,2290,173444,1097490.4998396332,0.8593366271132346
6,3,5,4200,49,0.3616485367409117,446,134634,581839.7573162955,0.7879832938581843
12,1,3,4800,39,0.8261872557276657,1092,221265,900159.0637213617,0.9472027654524318
9,3,4,4800,8,0.7621907274471027,2852,75079,815907.0463627644,0.6785610497830495
10,1,5,4800,44,0.9805680992096857,1515,47577,539701.1595039516,0.6279903418963845
20,1,6,8100,53,0.5405231258691912,2873,169324,1210135.384370654,0.8517343139545612
16,3,7,7800,25,0.22219261811879198,1306,172432,1271933.036909406,0.8574673324101071
14,2,8,7200,35,0.38730085420580895,1206,164508,1124259.495728971,0.8428967960631489
7,2,3,3600,49,0.6475248429212624,569,179545,595922.3757853936,0.8705215283924292
1,2,4,2100,24,0.7985404636943375,305,75438,309033.2976815283,0.6792090141902654
9,3,4,4800,70,0.3346563988941703,801,229119,754594.7180055291,0.95
19,2,5,7800,12,0.5615428687859637,1188,196511,1379854.2856560703,0.9017294299688601
20,1,5,7800,27,0.41464305280826264,2370,163251,1274528.7847359586,0.8405924881902871
18,2,4,7200,14,0.9831904169401802,2379,123799,1180052.047915299,0.7680952525078139
2,3,6,3300,2,0.8292265914007274,495,179406,788515.8670429963,0.8703003544206416
20,3,8,9300,3,0.9659589383865648,1167,35060,1294300.2053080671,0.605016421384106
7,2,2,3300,36,0.9060662237973307,669,26928,318395.66888101335,0.5900470397918367
7,1,7,4500,15,0.05380454953557201,2255,104776,786932.9772523221,0.7331348980642836
2,2,8,3600,75,0.8195338714341104,2091,147848,447328.3306428294,0.8122485551204418
13,1,3,5100,41,0.4681244249621367,1414,167620,833319.3778751893,0.848611584517156
9,1,2,3600,73,0.5076810112873411,2607,249944,678559.5949435633,0.95
17,2,8,8100,78,0.35297080831279826,1675,217059,1145603.145958436,0.9394448901349404
18,3,5,7800,57,0.05669815717520377,2337,112484,1023794.509214124,0.7472699899369529
8,3,4,4500,43,0.6321077670731302,2451,187788,815945.4611646343,0.8856751709895913
2,3,6,3300,79,0.11628486646085856,959,170432,403052.5756676957,0.8537521367686722
18,1,6,7500,68,0.15110371713009563,2852,51600,823004.4814143495,0.635367496884324
2,1,3,1800,73,0.9876152623448525,2777,214814,376999.92368827574,0.9353217107583515
16,1,2,5700,9,0.9408863363926837,1003,22903,767191.5683180366,0.5826695828772286
2,2,4,2400,56,0.9666172550707635,771,116775,283846.9137246462,0.7551555035218815
15,2,6,6900,79,0.3755397785327498,2782,216491,1016564.3011073363,0.9384002360042124
11,2,5,5400,53,0.8442244587211714,2170,164724,827326.8777063941,0.8432798625734549
19,1,6,7800,3,0.8738195392754525,212,213923,1428836.9023036226,0.9337358332429002
5,1,5,3300,71,0.3895112979162444,2325,70253,282308.44351041876,0.669645930680205
7,1,5,3900,50,0.06741022749765657,1843,41398,394748.9488625117,0.6166313397718544
2,2,6,3000,61,0.39942192408900745,1063,167239,449370.89037955494,0.8478967707689437
9,2,7,5400,9,0.8558590877812988,2571,98652,927154.7045610935,0.7218832761918028
19,3,4,7800,27,0.2041090885761686,2389,198219,1346087.4545571192,0.9048579372885085
5,3,7,4500,57,0.48052560191637395,580,204600,724197.3719904181,0.9165626519616237
16,1,3,6000,3,0.03717818926980898,1485,159093,1127550.1090536509,0.8329690010398209
6,2,5,3900,67,0.11809835472855268,545,177842,543443.5082263572,0.8673792548069025
13,1,6,6000,49,0.10368435699945444,1173,58334,686339.5782150028,0.6477574620746397
8,3,7,5400,30,0.1351365705548947,543,231176,1029966.3171472255,0.95
14,1,3,5400,69,0.24042787580734049,846,29076,439329.86062096327,0.5939714118406213
16,2,7,7500,73,0.3523634623854609,1951,171059,1008886.1826880727,0.854908518075547
8,3,5,4800,60,0.42515914014257905,1861,159215,696134.2042992872,0.8331507430589301
6,3,7,4800,49,0.9321671612515128,2840,144136,747811.1641937424,0.8054454885651947
19,2,4,7500,38,0.7461537936636539,2454,78876,1012641.2310316818,0.6855172491001508
20,3,2,7500,71,0.14142863221081392,622,77738,793428.8568389459,0.6834024315966654
12,2,3,5100,15,0.9189597528287168,921,130196,871427.2012358564,0.7798511920505963
19,1,4,7200,1,0.7696992636878235,1597,136768,1248597.503681561,0.791939903322471
12,2,8,6600,19,0.6830020761250537,2420,235257,1302698.9896193747,0.95
18,2,2,6600,6,0.059455942597579026,2549,133248,1170668.720287012,0.7854681203661955
15,3,3,6300,39,0.9332914198783134,2085,46626,775135.5429006084,0.6262463134461783
14,1,5,6000,73,0.8849024646996692,116,87973,590001.4876765017,0.7022100290488156
18,1,6,7500,43,0.7811505263773684,671,35282,846788.2473681131,0.605395285492425
7,1,7,4500,70,0.4891505052000382,519,213885,675894.2474739999,0.9336173076081471
17,3,7,8100,20,0.5276491345826646,1120,142573,1269107.7543270867,0.8025948782819462
2,3,3,2400,35,0.6801597301838767,630,174706,501911.20134908066,0.8616385266946187
7,2,4,3900,1,0.8373212698712111,2022,196153,950779.393650644,0.9010791688244503
15,3,5,6900,45,0.7165499947366256,2634,31713,810863.2500263168,0.5988347051348096
7,3,6,4800,65,0.6903338273465663,2727,65257,507872.3308632672,0.6604681147679633
3,3,8,4200,34,0.6900675728119919,2942,93904,648617.66213594,0.7131391383993637
3,3,4,3000,80,0.834256396518638,2312,66124,187436.71801740682,0.662050272334779
8,3,6,5100,70,0.9898271759444753,688,107802,544294.8641202776,0.7386543546054938
17,3,4,7200,8,0.5449381291660452,194,99738,1098571.3093541698,0.7238803487358162
19,2,7,8400,54,0.032130434489805904,1681,206866,1286001.347827551,0.9207300329198924
17,1,4,6600,45,0.20788932022288387,1449,62886,801202.5533988855,0.6561260385472716
20,3,8,9300,60,0.9110176616434169,2697,94999,1175352.911691783,0.7151321208648803
1,1,4,1800,73,0.6444983913253378,2035,159910,246647.5080433733,0.8344181537364973
4,3,5,3600,30,0.14721382578030273,279,117141,559915.9308710985,0.7558484663962322
15,3,7,7500,4,0.8375176930815412,1311,50765,1091672.4115345923,0.6338789503860867
9,2,2,3900,61,0.9129665513122747,977,203167,633079.1672434387,0.913925469340011
